descripcion_limpia,categoria
Pago Telcel,Servicios
GAS LP,Servicios
Pago inscripción,Educación
Alquiler vivienda,Vivienda
Decoración hogar,Vivienda
Adornos hogar,Vivienda
Uber eats,Alimentacion
Comisión Federal de Electricidad,Servicios
Laboratorio,Salud
Internet hogar,Servicios
Terapia física,Salud
Metró,Transporte
Pizza,Alimentacion
Cafeteria,Alimentacion
gimnasio,Servicios
Inglés,Educación
plomeria,Vivienda
Adornos para casa,Vivienda
COLEGIATURA,Educación
Entrada teatro,Ocio
CURSO,Educación
Gas,Servicios
Paseo,Ocio
Inscripción curso,Educación
Comida restaurante,Alimentacion
Curso idiomas,Educación
Servicio médico,Salud
Servicio gasolinera,Transporte
Consulta doctor,Salud
Masaje,Ocio
Falda,Ocio
Recarga tarjeta metro,Transporte
Productos para hogar,Vivienda
gasolina magna,Transporte
Pedido de comida,Alimentacion
Material ferreteria,Vivienda
Pintura casa,Vivienda
Recibo CFE,Servicios
Electrodomestico,Vivienda
gas natural,Servicios
Cablebus,Transporte
Clases privadas,Educación
Tour por ciudad,Ocio
Despensa Walmart,Alimentacion
CURSO,Educación
PEMEX,Transporte
Servicio cable,Servicios
Matcha latte,Alimentacion
Consulta médica,Salud
libro,Ocio
Recibo gas,Servicios
Doctor,Salud
Comision Federal de Electricidad,Servicios
Decoracion hogar,Vivienda
Boleto autobus,Transporte
Ferreteria,Vivienda
Te,Alimentacion
Huevos,Alimentacion
muebles,Vivienda
PEMEX,Transporte
Examen medico,Salud
Curso en linea,Educación
PERFUME,Ocio
Adornos hogar,Vivienda
Consulta con doctor,Salud
surf,Ocio
Curso virtual,Educación
Disney,Ocio
Patinaje,Ocio
Clases idiomas,Educación
Limpieza del hogar,Vivienda
Productos limpieza,Vivienda
Electrodomésticos,Vivienda
Rappi comida,Alimentacion
Pantalón,Ocio
Crema facial,Ocio
Seminario,Educación
Compra alimentos,Alimentacion
Collar,Ocio
Taxi Didi,Transporte
Muebles para sala,Vivienda
combustible,Transporte
Medicina,Salud
Nutriólogo,Salud
Tortilleria,Alimentacion
Tacos restaurante,Alimentacion
Videojuegos,Ocio
Televisión por cable,Servicios
Compra libro escolar,Educación
Servicio celular,Servicios
Tanque gasolina,Transporte
laboratorio,Salud
Falda,Ocio
escuela,Educación
Metró,Transporte
Servicios de reparacion hogar,Vivienda
Clases de matematicas,Educación
Tortilleria,Alimentacion
Consola videojuego,Ocio
Cena en restaurante,Alimentacion
Clases de matemáticas,Educación
medicamento,Salud
Compra ferreteria,Vivienda
Servicio de agua,Servicios
Agua embotellada,Alimentacion
Examen laboratorio,Salud
Recarga gas,Servicios
pago agua,Servicios
Decoración hogar,Vivienda
Natacion,Ocio
GYM,Servicios
restaurante,Alimentacion
Pago de celular,Servicios
Fragancia,Ocio
ropa,Ocio
Tren suburbano,Transporte
Gasolina Premium,Transporte
Boleto tren,Transporte
Pasaje urbano,Transporte
GASOLINA,Transporte
farmacia similares,Salud
Jarabe,Salud
Fibra óptica,Servicios
Mensualidad Netflix,Ocio
vegetales,Alimentacion
Clases de matemáticas,Educación
Compra electrodoméstico,Vivienda
PREMIUM,Transporte
Material de estudio,Educación
concierto,Ocio
Pago mensualidad escolar,Educación
Estudio médico,Salud
Curso inglés,Educación
Streaming,Ocio
Seminario académico,Educación
Tanque gas,Servicios
Pemex,Transporte
Entrada cine,Ocio
Congreso académico,Educación
Compra medicamentos,Salud
Muebles para sala,Vivienda
DIDI,Transporte
Camion,Transporte
cafe,Alimentacion
Libros escolares,Educación
Inscripción escuela,Educación
Inglés,Educación
Pastillas,Salud
Fibra óptica,Servicios
Perfume,Ocio
Terapia fisica,Salud
suscripcion netflix,Ocio
Pago inscripción,Educación
Comida,Alimentacion
Delivery de comida,Alimentacion
surf,Ocio
Servicio Didi,Transporte
Antibióticos,Salud
Tanque gas,Servicios
Alquiler vivienda,Vivienda
Vestido,Ocio
Mensualidad escolar,Educación
vegetales,Alimentacion
Supermercado,Alimentacion
Comida en restaurante,Alimentacion
Crema corporal,Ocio
Pago cable,Servicios
Uber Eats,Alimentacion
MAGNA,Transporte
PREMIUM,Transporte
TAXI,Transporte
Tour por ciudad,Ocio
UberEats,Alimentacion
Pedido de comida,Alimentacion
Articulos de limpieza,Vivienda
Servicio de cable,Servicios
Festival,Ocio
Inscripcion escolar,Educación
Urgencias médicas,Salud
Analisis Laboratorio,Salud
Pasatiempo,Ocio
Analgésico,Salud
Inscripcion curso,Educación
Recibo de agua,Servicios
Compra videojuego,Ocio
Transporte por aplicación,Transporte
Vitamina,Salud
Autopista,Transporte
Tortillería,Alimentacion
Productos de limpieza,Vivienda
Reparacion plomeria,Vivienda
Comida en restaurante,Alimentacion
Recibo agua,Servicios
Servicio de mantenimiento,Servicios
Abarrotes tienda,Alimentacion
RECIBO CFE,Servicios
DOCTOR,Salud
Pulsera,Ocio
plomeria,Vivienda
Suscripción Netflix,Ocio
Gas natural,Servicios
antibiotico,Salud
Mueble para sala,Vivienda
Servicio limpieza hogar,Servicios
Examen laboratorio,Salud
Medicamento,Salud
Utiles escolares,Educación
Mensualidad renta,Vivienda
muebles,Vivienda
Uber Eats,Alimentacion
Boleto autobus,Transporte
Tacos restaurante,Alimentacion
Pago universidad,Educación
Reparación tubería,Vivienda
Renta mensual,Vivienda
Recibo CFE,Servicios
Artículos de limpieza,Vivienda
COLEGIATURA,Educación
Set de ducha,Ocio
camiseta,Ocio
Artículos para hogar,Vivienda
Cita médica,Salud
playera,Ocio
supermercadoDESPENSA,Alimentacion
Francés,Educación
GASOLINA,Transporte
Pago caseta,Transporte
gas,Servicios
supermercado,Alimentacion
Congreso academico,Educación
Uber Eats,Alimentacion
Mensualidad Netflix,Ocio
Compra medicamento,Salud
Pago de escuela,Educación
Colegio,Educación
Tren Suburbano,Transporte
Natación,Ocio
walmart,Alimentacion
Analgesico,Salud
Medicinas,Salud
Disney,Ocio
Tortillas,Alimentacion
Vestido,Ocio
Panaderia,Alimentacion
Adornos hogar,Vivienda
Telefonía móvil,Servicios
Taxi,Transporte
Joyeria,Ocio
DIDI,Transporte
Gasolina magna,Transporte
Terapia física,Salud
Recibo servicio,Servicios
Diplomado,Educación
Mantenimiento caldera,Servicios
Material escolar,Educación
Laboratorio médico,Salud
Recibo servicio,Servicios
Antibioticos,Salud
Pago de universidad,Educación
Urgencias medicas,Salud
Material educativo,Educación
Tarjeta Metro,Transporte
Tren Suburbano,Transporte
fruta,Alimentacion
Inscripcion escolar,Educación
Plan internet,Servicios
Didi Food,Alimentacion
Comida,Alimentacion
universidad,Educación
comida rapida,Alimentacion
Farmacia,Salud
PERFUME,Ocio
escuela,Educación
Muebles,Vivienda
Servicio gasolinera,Transporte
Comida rapida restaurante,Alimentacion
Pollo,Alimentacion
Fisioterapia,Salud
Pago de servicio,Servicios
Carga Gas LP,Servicios
Compra de tortillas,Alimentacion
Material de estudio,Educación
Cafe espresso,Alimentacion
Pago Netflix,Ocio
Universidad,Educación
Medicamento farmacia,Salud
Adornos hogar,Vivienda
Congreso académico,Educación
Articulos limpieza,Vivienda
Galletas,Alimentacion
Servicio streaming,Servicios
Curso inglés,Educación
Tren suburbano,Transporte
Disney,Ocio
Cafeteria,Alimentacion
Pago credito hipotecario,Vivienda
supermercadoDESPENSA,Alimentacion
Huevos,Alimentacion
Examen de laboratorio,Salud
Juego,Ocio
Pintura para interiores,Vivienda
Queso,Alimentacion
taxi,Transporte
Productos de cuidado personal,Ocio
Alquiler vivienda,Vivienda
Inscripcion escolar,Educación
joyeria,Ocio
Pago de hipoteca,Vivienda
Viaje Didi,Transporte
Farmacias Guadalajara,Salud
Reparación casa,Vivienda
Despensa Walmart,Alimentacion
Cafeteria,Alimentacion
Festival musica,Ocio
Taxi de sitio,Transporte
Pago inscripción,Educación
Pago seguro vivienda,Vivienda
Tanque de gas,Servicios
Tarjeta movilidad,Transporte
delivery comida,Alimentacion
Tren suburbano,Transporte
Seminario,Educación
Mantenimiento de caldera,Servicios
Servicio médico,Salud
Tienda de abarrotes,Alimentacion
Estudios de laboratorio,Salud
Terapia física,Salud
Servicio limpieza,Servicios
Compra comida,Alimentacion
Boleto parque,Ocio
Pago mensualidad escolar,Educación
Reparación tubería,Vivienda
Colonia,Ocio
Antibiótico,Salud
Carga gasolina,Transporte
Diplomado,Educación
Vitaminas,Salud
pintura,Vivienda
Servicio Uber,Transporte
tianguis,Alimentacion
Muebles sala,Vivienda
Pago de celular,Servicios
Pago electricidad,Servicios
Reparacion casa,Vivienda
autobus,Transporte
patinaje,Ocio
spa,Ocio
Calzado,Ocio
pintura,Vivienda
despensa,Alimentacion
recibo CFE,Servicios
Análisis de laboratorio,Salud
Credito hipotecario,Vivienda
Colegio,Educación
Electrodomestico,Vivienda
Pago de escuela,Educación
Servicio limpieza hogar,Servicios
Servicio caldera,Servicios
UberEats,Alimentacion
Spa,Ocio
Cita doctor,Salud
playera,Ocio
CFE,Servicios
recibo CFE,Servicios
consulta medica,Salud
pago cfe,Servicios
Ropa bazar,Ocio
Ferretería,Vivienda
Examen medico,Salud
Boleto cablebus,Transporte
Libros de texto,Educación
Mantenimiento del edificio,Vivienda
Factura agua,Servicios
alimentos,Alimentacion
sacmex,Servicios
Pago celular mensual,Servicios
Suscripcion Disney,Ocio
PERFUME,Ocio
Entrada concierto,Ocio
gasolina,Transporte
Psicologo,Salud
Recarga Telcel,Servicios
Parque diversiones,Ocio
delivery comida,Alimentacion
plomeria,Vivienda
Combustible,Transporte
Limpieza del hogar,Vivienda
Gasolina Premium,Transporte
Pago cable,Servicios
Pago caseta,Transporte
Compra en mercado,Alimentacion
disney,Ocio
Compra libros escolares,Educación
Pago alquiler,Vivienda
despensa,Alimentacion
Urgencias médicas,Salud
Combustible,Transporte
Concierto,Ocio
Mantenimiento servicio,Servicios
Vitaminas,Salud
Ferreteria,Vivienda
universidad,Educación
PREMIUM,Transporte
Adornos para casa,Vivienda
Estacionamiento,Transporte
Recibo de agua,Servicios
Ciclismo,Ocio
Pescado,Alimentacion
Yogur,Alimentacion
Taller idiomas,Educación
DOCTOR,Salud
Consulta nutricional,Salud
Compra supermercado,Alimentacion
Alimentos,Alimentacion
Decoracion hogar,Vivienda
Gas natural,Servicios
Curso en línea,Educación
Laboratorio médico,Salud
Cita doctor,Salud
Compra electrodomestico,Vivienda
Recarga tarjeta metro,Transporte
Inscripcion curso,Educación
Reparación plomería,Vivienda
Productos de limpieza,Vivienda
Té,Alimentacion
Tour por ciudad,Ocio
Tren Suburbano,Transporte
uber,Transporte
Carga de gasolina,Transporte
Libro escolar,Educación
Servicio celular,Servicios
Consola videojuego,Ocio
Metró,Transporte
Pago de electricidad,Servicios
UberEats,Alimentacion
Compra electrodoméstico,Vivienda
delivery comida,Alimentacion
Pago SACMEX,Servicios
Camion,Transporte
Paseo turistico,Ocio
Tarjeta movilidad,Transporte
Servicio internet,Servicios
Pago de universidad,Educación
Tortilleria,Alimentacion
Cablebus CDMX,Transporte
Television por cable,Servicios
MAGNA,Transporte
Seminario,Educación
Compra libro escolar,Educación
Pago Telcel,Servicios
Transporte por aplicación,Transporte
Visita guiada,Ocio
taxi,Transporte
pago cfe,Servicios
Tanque gasolina,Transporte
internet,Servicios
Pago telefonia,Servicios
Recarga de gas,Servicios
Material educativo,Educación
Inglés,Educación
Compra de muebles,Vivienda
doctor,Salud
Reparación tubería,Vivienda
Cómic,Ocio
paramount,Ocio
Té y galletas,Alimentacion
Servicio de agua,Servicios
Gasolina magna,Transporte
Boleto tren,Transporte
Joyeria,Ocio
Pantalón,Ocio
Pago seguro vivienda,Vivienda
Alimentos,Alimentacion
Didi food,Alimentacion
Mantenimiento servicio,Servicios
tren suburbano,Transporte
Clases de matemáticas,Educación
Gasolina Magna,Transporte
Servicio caldera,Servicios
Pasaje autobus,Transporte
colegiatura,Educación
cfe,Servicios
transporte publico,Transporte
Telefonia movil,Servicios
Boleto de autobús,Transporte
Entrada cine,Ocio
Servicio Uber,Transporte
Compra combustible,Transporte
Pago Disney,Ocio
Pantalón,Ocio
Mantenimiento hogar,Vivienda
Psicologo,Salud
Tarjeta movilidad,Transporte
Concierto,Ocio
Gasolina Premium,Transporte
medicamento,Salud
Almuerzo,Alimentacion
Reparación plomería,Vivienda
Pago crédito hipotecario,Vivienda
Utiles escuela,Educación
Inscripcion universidad,Educación
farmacia similares,Salud
uber,Transporte
Examen médico,Salud
Cita medica,Salud
comida rapida,Alimentacion
Servicio médico,Salud
Seguro vivienda,Vivienda
Fibra optica,Servicios
Pago hipoteca,Vivienda
Natacion,Ocio
Pedido comida,Alimentacion
Compra comida,Alimentacion
Material didactico,Educación
CFE,Servicios
Medicinas,Salud
Pago Paramount,Ocio
Cena en restaurante,Alimentacion
Ferreteria,Vivienda
Suscripción Netflix,Ocio
Streaming,Servicios
Inscripcion universidad,Educación
Television por cable,Servicios
Curso idiomas,Educación
Clases de matemáticas,Educación
libro,Ocio
Pago agua,Servicios
Mantenimiento hogar,Vivienda
patinaje,Ocio
Terapia fisica,Salud
Electrodomestico,Vivienda
Vitamina,Salud
Lácteos,Alimentacion
vegetal,Alimentacion
universidad,Educación
Material ferreteria,Vivienda
Compra videojuego,Ocio
mantenimiento edificio,Vivienda
Internet,Servicios
Laboratorio médico,Salud
Carnicería,Alimentacion
Urgencias medicas,Salud
Perfume,Ocio
pastilla,Salud
Crédito hipotecario,Vivienda
Clases de matemáticas,Educación
Curso en línea,Educación
perfume,Ocio
Pista de hielo,Ocio
Didi food,Alimentacion
CAFÉ,Alimentacion
Reparacion electrodomestico,Vivienda
Reparación hogar,Vivienda
Té y galletas,Alimentacion
DiDi,Transporte
Pago gimnasio,Servicios
Joyeria,Ocio
Útiles escolares,Educación
Compra de ropa,Ocio
Odontologo,Salud
Electricidad,Servicios
Verduras,Alimentacion
Decoracion casa,Vivienda
Reparación caldera,Servicios
Telcel,Servicios
Clases privadas,Educación
Artículos limpieza,Vivienda
Receta médica,Salud
Pago servicio,Servicios
Internet hogar,Servicios
Credito hipotecario,Vivienda
Libro de texto,Educación
Pizza,Alimentacion
Internet,Servicios
Carga gasolina,Transporte
Colegiatura,Educación
Suscripcion Netflix,Ocio
Útiles escolares,Educación
Certificacion,Educación
articulos de limpieza,Vivienda
Boleto concierto,Ocio
Pastilla,Salud
Paseo turistico,Ocio
Decoración hogar,Vivienda
Pasaje de autobus,Transporte
Mensualidad hipoteca,Vivienda
recarga telcel,Servicios
Taxi de sitio,Transporte
gimnasio,Servicios
Factura agua,Servicios
Congreso academico,Educación
uber,Transporte
Boleto teatro,Ocio
Reparacion caldera,Servicios
Articulos para hogar,Vivienda
recarga telcel,Servicios
Clases de ingles,Educación
MEDICO,Salud
combustible,Transporte
Congreso academico,Educación
Surf,Ocio
Pintura para interiores,Vivienda
Tienda de abarrotes,Alimentacion
Té,Alimentacion
Superercado,Alimentacion
analisis laboratorio,Salud
Pasatiempo,Ocio
senderismo,Ocio
recibo CFE,Servicios
Análisis Laboratorio,Salud
Viaje,Ocio
Hipoteca,Vivienda
cfe,Servicios
Pago inscripción,Educación
Streaming,Servicios
Pantalon,Ocio
Hobby,Ocio
Farmacia Similares,Salud
Reparacion tuberia,Vivienda
Lentes de sol,Ocio
Mantenimiento del edificio,Vivienda
Odontólogo,Salud
Recarga Metro,Transporte
Utiles escolares,Educación
Didi Food,Alimentacion
Renta mensual,Vivienda
Pago alquiler,Vivienda
PREMIUM,Transporte
Mensualidad gimnasio,Servicios
Analisis de laboratorio,Salud
Telefonia movil,Servicios
Té y galletas,Alimentacion
comida,Alimentacion
Pago crédito hipotecario,Vivienda
Pago limpieza,Servicios
Metro,Transporte
Compra de despensa,Alimentacion
Libro escolar,Educación
Mensualidad renta,Vivienda
Receta médica,Salud
Mantenimiento casa,Vivienda
Gas,Servicios
Servicio telefónico,Servicios
Compra medicamento,Salud
Suscripcion netflix,Ocio
Pintura para casa,Vivienda
Seguro de vivienda,Vivienda
Laboratorio medico,Salud
Tianguis,Alimentacion
Parking,Transporte
Útiles escuela,Educación
Compra medicamento,Salud
Cuota escolar,Educación
Servicios de reparacion hogar,Vivienda
Suscripcion de streaming,Servicios
Recarga tarjeta movilidad,Transporte
gasolina,Transporte
Limpieza del hogar,Vivienda
recarga telcel,Servicios
TIANGUIS,Alimentacion
Abono hipoteca,Vivienda
Escuela,Educación
Material didactico,Educación
Pago television por cable,Servicios
Electrodoméstico,Vivienda
Tutorias,Educación
Kit de ducha,Ocio
Cafeteria,Alimentacion
Electrodoméstico,Vivienda
Alquiler vivienda,Vivienda
stream,Ocio
Mantenimiento del edificio,Vivienda
Festival,Ocio
Cafeteria local,Alimentacion
Recarga tarjeta movilidad,Transporte
Pago hipoteca,Vivienda
pago cfe,Servicios
Plan internet,Servicios
Festival musica,Ocio
Antibioticos,Salud
Didi food,Alimentacion
Pago gimnasio,Servicios
Pedido de comida,Alimentacion
Mensualidad gimnasio,Servicios
Pantalón,Ocio
renta,Vivienda
Receta médica,Salud
Tutorias,Educación
Recarga Telcel,Servicios
Mercado,Alimentacion
Compra combustible,Transporte
Adornos para casa,Vivienda
Laboratorio medico,Salud
Cafetería local,Alimentacion
Paramount Plus,Ocio
Inscripción curso,Educación
Latte,Alimentacion
renta,Vivienda
Receta medica,Salud
Cablebús,Transporte
Tortillas,Alimentacion
Universidad,Educación
Compra en mercado,Alimentacion
Restaurante,Alimentacion
Reparacion hogar,Vivienda
electricidad,Servicios
gasolina magna,Transporte
Pago inscripción,Educación
Pago de hipoteca,Vivienda
Antibioticos,Salud
COLEGIATURA,Educación
Curso online,Educación
MAGNA,Transporte
Matcha latte,Alimentacion
Cita médica,Salud
farmacia,Salud
Mensualidad gimnasio,Servicios
Compra muebles,Vivienda
Pedido de comida,Alimentacion
Tour por ciudad,Ocio
Farmacia,Salud
restaurante,Alimentacion
Farmacia similares,Salud
Taxi Didi,Transporte
Clase particular,Educación
GAS LP,Servicios
Reparación hogar,Vivienda
Festival,Ocio
Adornos hogar,Vivienda
Material didáctico,Educación
Concierto,Ocio
Pago de servicio,Servicios
Estudio médico,Salud
Carga gas LP,Servicios
Pastilla,Salud
pago agua,Servicios
Cafetería,Alimentacion
Curso de internet,Educación
Mantenimiento servicio,Servicios
Adornos hogar,Vivienda
Médico,Salud
Uber viaje,Transporte
Seminario,Educación
Alquiler vivienda,Vivienda
Cuota de mantenimiento,Vivienda
Servicio de cable,Servicios
Decoracion casa,Vivienda
Taxi Didi,Transporte
Electrodomestico,Vivienda
RECIBO CFE,Servicios
Carniceria,Alimentacion
Juego,Ocio
Viaje,Ocio
Tren Suburbano,Transporte
Medicamento farmacia,Salud
Taxi de sitio,Transporte
Seminario académico,Educación
Material de estudio,Educación
pintura,Vivienda
Té y galletas,Alimentacion
Gasolinera PEMEX,Transporte
Material didáctico,Educación
Examen certificación,Educación
PERFUME,Ocio
Taller de idiomas,Educación
Entrada museo,Ocio
Taxi de Sitio,Transporte
Compra ferreteria,Vivienda
Pago agua,Servicios
Mensualidad Netflix,Ocio
Refrescos,Alimentacion
Ingles,Educación
Abono hipoteca ,Vivienda
Suscripcion de streaming,Servicios
Recibo gas,Servicios
Vitamina,Salud
Examen de laboratorio,Salud
Carne,Alimentacion
Compra electrodomestico,Vivienda
Telcel,Servicios
RESTAURANTE,Alimentacion
Parque diversiones,Ocio
Laboratorio médico,Salud
